Tag MAC,Frequency,Polynomial,Inverse,Required Power @15mV (dBm),Required Power @40mV (dBm)
98_A3_16_8F_DB_94,850,"[0.5460259392815113, 0.5633586262681788, -39.833682525658865]","[-0.003238706715911148, 0.020921506294416862, 7.270745214799043]",-34.30377826098611,-30.32529141821177
98_A3_16_8F_DB_94,860,"[0.5212021678702656, 0.6198882238508148, -39.96982165056714]","[-0.003246246832941217, 0.02354661588364471, 7.4167033204609965]",-34.46887841640397,-30.5906973737591
98_A3_16_8F_DB_94,870,"[0.4646372193361601, 0.9587353148164645, -40.37842947537557]","[-0.0031701576955647883, 0.03298180902659378, 7.6204270476468565]",-34.37469238866641,-30.51906542225919
98_A3_16_8F_DB_94,880,"[0.381363217534101, 1.5843145720131253, -41.18230727683686]","[-0.0028608965831414947, 0.05456577114120627, 7.9127468998106245]",-34.095163037930945,-30.148435350355435
98_A3_16_8F_DB_94,890,"[0.3078592283275829, 2.172713103453186, -41.7722531636442]","[-0.002508969060218253, 0.07746125304537578, 8.157231348800726]",-33.63074030637216,-29.56807989273667
98_A3_16_8F_DB_94,900,"[0.26024287999829365, 2.5843461850163614, -41.98960478477857]","[-0.0022224667605938247, 0.09486418558196838, 8.278770505828758]",-33.082565077703094,-28.91492194741582
98_A3_16_8F_DB_94,910,"[0.2340975343876633, 2.854629686097475, -41.95890687689186]","[-0.002028091059563082, 0.10542483913885678, 8.275778872972698]",-32.511663710795254,-28.242962246503765
98_A3_16_8F_DB_94,920,"[0.2171804722978332, 3.062791101487327, -41.88225110733186]","[-0.0018695539533868494, 0.11286849065605821, 8.22821436615849]",-31.99535826044476,-27.628628641114506
98_A3_16_8F_DB_94,930,"[0.2092998909299113, 3.198397007531641, -41.75087301659086]","[-0.0017749593878850021, 0.11650974557906296, 8.146046474100395]",-31.554545094878844,-27.104254334087557
98_A3_16_8F_DB_94,940,"[0.20374952740591679, 3.3172284761690536, -41.677470888721224]","[-0.0016883241003989456, 0.1192378263948622, 8.065860541790256]",-31.200045174583533,-26.668025655362257
98_A3_16_8F_DB_94,950,"[0.20616614680904197, 3.36221901647301, -41.50004561620577]","[-0.0016766029403827692, 0.1185358324512764, 7.961525870825277]",-30.883060895220876,-26.29175075314582
98_A3_16_8F_DB_94,960,"[0.20714988571695667, 3.409398200363334, -41.33440581222196]","[-0.0016593215618890982, 0.11838016509145996, 7.8738065187824375]",-30.582443208225797,-25.938686073623316
98_A3_16_8F_DB_94,970,"[0.20685006371804673, 3.46738707253262, -41.22546250827545]","[-0.0016269544902908781, 0.11879118560408501, 7.798724072856526]",-30.318661882729685,-25.619908737843517
98_A3_16_8F_DB_94,980,"[0.2116871008600828, 3.46085842175523, -40.97922660579134]","[-0.0016614313345287236, 0.11691452150255117, 7.7157800264807985]",-30.054633308805656,-25.331934654072917
98_A3_16_8F_DB_94,990,"[0.21127434133949982, 3.476130935787643, -40.74786171551186]","[-0.0016714188681234855, 0.11688232195929447, 7.665278634200572]",-29.784936670588195,-25.04984806262513
98_A3_16_8F_DB_94,1000,"[0.212493016161243, 3.4547972053814853, -40.38535140765238]","[-0.001722833631028595, 0.11591515082326027, 7.613418290357238]",-29.47126198009982,-24.749451792758205
58_E6_C5_01_08_CC,700,"[0.15563784562805766, 3.8773241257166724, -35.60416423356543]","[-0.0015523823500542715, 0.13893271335439922, 6.929912764170098]",-23.96280012816132,-19.18328933117579
58_E6_C5_01_08_CC,710,"[0.1764233266822325, 3.7905053383056946, -36.184275252270176]","[-0.001693511413240264, 0.12918003731497396, 6.916562458039397]",-24.625589710236987,-19.8008190645209
58_E6_C5_01_08_CC,720,"[0.18329711487165448, 3.7985084485542218, -36.906025624403966]","[-0.0016604886783770528, 0.12664928474087764, 6.969196090697158]",-25.27525808565381,-20.39950957536869
58_E6_C5_01_08_CC,730,"[0.2165141206369093, 3.6335316417421795, -37.380889787237855]","[-0.0018829157476936704, 0.11275762264406963, 6.900319147328033]",-25.953289619358287,-21.0309418696507
58_E6_C5_01_08_CC,740,"[0.23070945125886946, 3.587551624492453, -38.03273869274715]","[-0.0018925827082877666, 0.10830730574287543, 6.929356353058355]",-26.625552753216844,-21.659237847099316
58_E6_C5_01_08_CC,750,"[0.2508216315655299, 3.4811859185230505, -38.5588326816799]","[-0.001965766179788415, 0.10164724737335899, 6.940318823740626]",-27.292197017451386,-22.30401894014034
58_E6_C5_01_08_CC,760,"[0.271949240243417, 3.346513710263289, -39.00056799377412]","[-0.0020540657427728657, 0.09487023340197046, 6.9546400023122565]",-27.943691353661468,-22.955042852754655
58_E6_C5_01_08_CC,770,"[0.296604888485603, 3.16804415964234, -39.35042580057116]","[-0.0021762993547406444, 0.0868811802077271, 6.961263519814427]",-28.59604058159124,-23.62774340808845
58_E6_C5_01_08_CC,780,"[0.3162207591412131, 3.004046135606872, -39.71495719907225]","[-0.0022569500030647804, 0.08113699468739743, 7.001598084470707]",-29.260833170562286,-24.330314282871026
58_E6_C5_01_08_CC,790,"[0.33898675042896415, 2.8054070622424967, -40.0349821900768]","[-0.00235056712898941, 0.07470203188242701, 7.039478934855073]",-29.951827529919377,-25.07329909412855
58_E6_C5_01_08_CC,800,"[0.3691426363662883, 2.5320507064967437, -40.203593453882476]","[-0.0024988661804908907, 0.06586243579489134, 7.055540954665221]",-30.639552256007832,-25.839932783898554
58_E6_C5_01_08_CC,810,"[0.3974770506426238, 2.2656303002874476, -40.36737163614868]","[-0.002612042769713128, 0.05843539773505725, 7.0836552652149205]",-31.317018828821347,-26.60093379006534
58_E6_C5_01_08_CC,820,"[0.43103027167221697, 1.945944632390068, -40.439839810241224]","[-0.002742382366787126, 0.04991859235045409, 7.101794842389489]",-32.00914808945056,-27.396097273925534
58_E6_C5_01_08_CC,830,"[0.4648340724540002, 1.6078367250681151, -40.453425118945894]","[-0.002855379584470598, 0.04213681015926876, 7.129016445438606]",-32.69044519826396,-28.196925465833004
58_E6_C5_01_08_CC,840,"[0.5033714745283422, 1.2003751447996636, -40.25994765768581]","[-0.0030074425343815693, 0.03288076131658793, 7.144069774906872]",-33.31777873010661,-28.982114177596976
58_E6_C5_01_08_CC,850,"[0.5344442525838967, 0.8209932124274033, -40.0021119719135]","[-0.0031459460372564993, 0.025056663728944162, 7.179672661528096]",-33.85945502946463,-29.700939575452114
58_E6_C5_01_08_CC,860,"[0.5475399057104874, 0.570325819408239, -39.82351532020361]","[-0.0032394623867300623, 0.02070413074129658, 7.25245033945546]",-34.26364081960108,-30.268821276874895
58_E6_C5_01_08_CC,870,"[0.5343125692430002, 0.5202313042669704, -39.77817338625907]","[-0.003307679683479856, 0.020055164382965108, 7.365403695756982]",-34.450960494194746,-30.588267338121806
58_E6_C5_01_08_CC,880,"[0.48319681057563485, 0.8092646763942936, -40.1567341020984]","[-0.003236991315547114, 0.02860494839008656, 7.565145722899011]",-34.4216635793375,-30.59619342339844
58_E6_C5_01_08_CC,890,"[0.4042432585414535, 1.3830425321276711, -40.90657877642849]","[-0.0029847213791914014, 0.04737770279363267, 7.84190577570708]",-34.19669772367988,-30.303827396921577
58_E6_C5_01_08_CC,900,"[0.33356744990607873, 1.9364957694098073, -41.50213478739445]","[-0.0026785464744490785, 0.06807818422118928, 8.082642728991285]",-33.811778163425004,-29.81950563607574
58_E6_C5_01_08_CC,910,"[0.28029229210963347, 2.4033518175433404, -41.89932031295004]","[-0.002358046607924311, 0.08705804058236202, 8.232761767469079]",-33.33538935578245,-29.219474854837735
58_E6_C5_01_08_CC,920,"[0.2460588639065141, 2.741255550516421, -42.081211552175795]","[-0.002098937317803419, 0.10085292632604377, 8.285051917108287]",-32.85327239740043,-28.620722683033186
58_E6_C5_01_08_CC,930,"[0.2267171617066808, 2.9714906644275914, -42.12949457699554]","[-0.0019176232622998125, 0.10927834607667922, 8.26271852394201]",-32.419910242981096,-28.08289475344503
58_E6_C5_01_08_CC,940,"[0.22113026031319807, 3.091291245432691, -42.037728613531286]","[-0.0018374406325929924, 0.11202867845492762, 8.179869176745774]",-32.04469003392626,-27.625224501599224
58_E6_C5_01_08_CC,950,"[0.21863802731204193, 3.1835460888032823, -41.93200718970882]","[-0.0017796054839849791, 0.11351429023037908, 8.090801035568738]",-31.707414743125838,-27.213099968579428
58_E6_C5_01_08_CC,960,"[0.2146337603960171, 3.282756415041467, -41.86047042470111]","[-0.0017124889894214379, 0.11548746364699718, 8.016146371462584]",-31.396576869345974,-26.83007765945851
58_E6_C5_01_08_CC,970,"[0.21850973062781548, 3.314612418981715, -41.693430276299985]","[-0.0017105331359813347, 0.11431923727512718, 7.914713480761984]",-31.11484449625813,-26.492781002326517
58_E6_C5_01_08_CC,980,"[0.22251206695547754, 3.3213803000430757, -41.45800929818076]","[-0.0017328299384591999, 0.11286556156135288, 7.8281545694151475]",-30.831744479360133,-26.177931007950765
58_E6_C5_01_08_CC,990,"[0.22796893309089494, 3.2930129423900043, -41.128574783562094]","[-0.0017930569236834283, 0.11049565052332685, 7.747000960082327]",-30.539112069678374,-25.878884140564264
58_E6_C5_01_08_CC,1000,"[0.22704056812068038, 3.301878732725309, -40.835566657987606]","[-0.001816224589660389, 0.11042456669128266, 7.697610178989934]",-30.228903136633086,-25.565804217380457
58_E6_C5_01_12_50,700,"[0.1332619009404791, 4.082382065249754, -36.58128906435317]","[-0.0012186325873054377, 0.1492726790198275, 7.107035396291412]",-24.548712558035717,-19.708468229720285
58_E6_C5_01_12_50,710,"[0.14671369585328414, 4.042663219654703, -37.26289041195359]","[-0.001282310864130144, 0.14308348191357823, 7.135588030930237]",-25.239225312636655,-20.35353785052324
58_E6_C5_01_12_50,720,"[0.1803761740757596, 3.876723147904368, -37.77673841398904]","[-0.001521777125640125, 0.12859371053518967, 7.069263854422456]",-25.955582367098764,-21.021445438054233
58_E6_C5_01_12_50,730,"[0.20286390367864462, 3.7766471565335706, -38.381220027073276]","[-0.001626432514046446, 0.12006056293338012, 7.062847961206273]",-26.666160216574823,-21.689086081447083
58_E6_C5_01_12_50,740,"[0.2325013962119369, 3.616995633275175, -38.886486081613924]","[-0.0017838956240243556, 0.10922155710819832, 7.0319193757518486]",-27.38642299554906,-22.379985351714588
58_E6_C5_01_12_50,750,"[0.25826745315316285, 3.4635025979351584, -39.37255049796928]","[-0.001897724547381124, 0.10075094482142571, 7.030037855009374]",-28.09919795375893,-23.08164690793783
58_E6_C5_01_12_50,760,"[0.2808209646282276, 3.310386543625728, -39.82357220125936]","[-0.0019858451321622234, 0.09393732997154568, 7.051064241322956]",-28.79946863282762,-23.790590891315034
58_E6_C5_01_12_50,770,"[0.30478056441698637, 3.1233923317768295, -40.181407623528905]","[-0.002089813973824036, 0.08687179886320115, 7.0755351506262025]",-29.48798518309814,-24.51218721993686
58_E6_C5_01_12_50,780,"[0.3347288662648378, 2.8672503100035476, -40.411321066752514]","[-0.002239189004825579, 0.0779822798748415, 7.090143603297574]",-30.191917133399237,-25.279446255555477
58_E6_C5_01_12_50,790,"[0.36185796930407493, 2.61323325652849, -40.634536732944746]","[-0.002361559291726368, 0.07039133562805784, 7.124642746194337]",-30.904071481490394,-26.070531944957374
58_E6_C5_01_12_50,800,"[0.3950467498777309, 2.29562834200938, -40.72677987889023]","[-0.002513687335218501, 0.06132884499327535, 7.145307379786046]",-31.613013566532082,-26.882753996646784
58_E6_C5_01_12_50,810,"[0.4270627160872329, 1.9729037859310496, -40.76787538830748]","[-0.0026487978865558826, 0.05303000564162585, 7.172345990740849]",-32.29327313763337,-27.678673612765323
58_E6_C5_01_12_50,820,"[0.4641436516173319, 1.5885573743830772, -40.65681205595711]","[-0.0028072325599599202, 0.04360658701147386, 7.188956012362602]",-32.95110481076099,-28.48082673397206
58_E6_C5_01_12_50,830,"[0.496758013729724, 1.2172302263916703, -40.491632336390474]","[-0.0029432011765862104, 0.0355647160789935, 7.221703868340879]",-33.5523190538514,-29.24161735313873
58_E6_C5_01_12_50,840,"[0.5227098103819178, 0.8679200785246205, -40.21406943338563]","[-0.003085496221092208, 0.028289239080738167, 7.2652836617089385]",-34.03038713482226,-29.899469798453367
58_E6_C5_01_12_50,850,"[0.5276753452382251, 0.6686039701990094, -40.023686559833294]","[-0.003194098460422342, 0.024404194537775547, 7.34777039328266]",-34.343347360413844,-30.376769859514777
58_E6_C5_01_12_50,860,"[0.49818706959271697, 0.7701645078179714, -40.2018592727062]","[-0.003187116718260391, 0.02819029727346097, 7.502897564287234]",-34.462742366794046,-30.581569481770494
58_E6_C5_01_12_50,870,"[0.43842603526389246, 1.1571411915561556, -40.6970734834083]","[-0.0030612098169343275, 0.03991119685189435, 7.719810766606114]",-34.34826398145203,-30.462491447610716
58_E6_C5_01_12_50,880,"[0.3607411490093544, 1.7519410214736024, -41.42208062214567]","[-0.002751769285492244, 0.06109985801313865, 7.99014957474669]",-34.03222822275538,-30.0504765665683
58_E6_C5_01_12_50,890,"[0.2924060793686899, 2.3181420047892907, -41.9832046047145]","[-0.0023874010902737715, 0.08366155468160726, 8.210015928106793]",-33.56118920446282,-29.452845496773165
58_E6_C5_01_12_50,900,"[0.2558467945510749, 2.6474499472668516, -42.05371214284584]","[-0.0021679947378679732, 0.09702911563351108, 8.272323370081164]",-33.00802313012773,-28.80606832402355
58_E6_C5_01_12_50,910,"[0.23318523962671575, 2.8923706709464407, -41.97704998848263]","[-0.0019959539547052697, 0.10622175442065639, 8.249289681286003]",-32.434292687149195,-28.13429776800831
58_E6_C5_01_12_50,920,"[0.2142740111831892, 3.124311909781709, -41.96997517652207]","[-0.0018113867488158738, 0.1145403707494569, 8.209136851530666]",-31.93779552926344,-27.528960498065537
58_E6_C5_01_12_50,930,"[0.20786565254836445, 3.2454322355272582, -41.81139965282648]","[-0.0017330495840840988, 0.1174390593884735, 8.12106179798665]",-31.49821601113036,-27.010790558559627
58_E6_C5_01_12_50,940,"[0.20532073318389132, 3.338141370438631, -41.69528294865012]","[-0.0016755285451506027, 0.11880397390681567, 8.02861761872512]",-31.14970157301406,-26.587311865616027
58_E6_C5_01_12_50,950,"[0.20363394862904619, 3.4158041078473245, -41.583998462799215]","[-0.0016284050297379724, 0.11978489480651242, 7.945066923718136]",-30.8404725905799,-26.21249238360128
58_E6_C5_01_12_50,960,"[0.20068123418086597, 3.4957366023876184, -41.49265852206786]","[-0.001576203508887044, 0.1211718595854431, 7.875956436719814]",-30.554325279317744,-25.866471147097563
58_E6_C5_01_12_50,970,"[0.20543644317761522, 3.5094510364404194, -41.29925222346708]","[-0.0015907267791439657, 0.1195134367495968, 7.781153946904211]",-30.288907108972126,-25.557765871115716
58_E6_C5_01_12_50,980,"[0.2066885117907444, 3.5311196632344104, -41.11001630921329]","[-0.0015943509252026786, 0.11904226844547586, 7.714776344222495]",-30.03180937545802,-25.271559065809818
58_E6_C5_01_12_50,990,"[0.20905531505539607, 3.518947749022199, -40.82255096131782]","[-0.0016306393597438132, 0.11796862348494945, 7.656406526566165]",-29.75994914560284,-24.996787381849437
58_E6_C5_01_12_50,1000,"[0.2068052687950731, 3.5275117089490062, -40.528778749447945]","[-0.0016458547210153247, 0.11849202650457219, 7.620590140075793]",-29.459486095338978,-24.702042004823106
58_E6_C5_01_AE_E0,700,"[0.16389957209765504, 3.834439746199096, -35.54628284775601]","[-0.0016399734147201632, 0.13483762499488963, 6.8817650176289105]",-23.9604641273365,-19.171179069124708
58_E6_C5_01_AE_E0,710,"[0.17639316099205976, 3.7909650250729325, -36.14990298802903]","[-0.0016973063229408433, 0.1291071810596989, 6.90966798273827]",-24.590193812324955,-19.76516156084154
58_E6_C5_01_AE_E0,720,"[0.19769593445045242, 3.7094421380463682, -36.740407593017025]","[-0.0018129570416625634, 0.11990886823406319, 6.889921904009548]",-25.245241834170017,-20.366509714412295
58_E6_C5_01_AE_E0,730,"[0.21130707113040736, 3.6702417140565813, -37.38012681763665]","[-0.0018332753580250168, 0.11507035076524176, 6.914113581369419]",-25.89130001548933,-20.96561652148771
58_E6_C5_01_AE_E0,740,"[0.2251663738156315, 3.6230528285225327, -38.00807640136541]","[-0.0018490067480965834, 0.11058942409016931, 6.9427866308046715]",-26.545401776502473,-21.579045158117616
58_E6_C5_01_AE_E0,750,"[0.25246441884055165, 3.4683250845420814, -38.44743480628087]","[-0.001994567637367472, 0.10071945454062006, 6.917972341939789]",-27.20357948665707,-22.217708358339024
58_E6_C5_01_AE_E0,760,"[0.26305256548068473, 3.4097043587498006, -39.00204489218224]","[-0.0019894332656914013, 0.09816478461360759, 6.975132220829137]",-27.839288887417098,-22.844481518480045
58_E6_C5_01_AE_E0,770,"[0.2901661566644821, 3.2130344330078446, -39.30753693475469]","[-0.002141217536644724, 0.08898828059841717, 6.968616837384843]",-28.478534467846828,-23.506508025732114
58_E6_C5_01_AE_E0,780,"[0.3106311294633325, 3.0448195898361705, -39.657002174200976]","[-0.0022313176887771053, 0.08285864617751412, 7.003349550978419]",-29.13345333462972,-24.198013639933826
58_E6_C5_01_AE_E0,790,"[0.3330066000856623, 2.848826553108145, -39.96746453461644]","[-0.0023309517317075873, 0.07628383368332846, 7.039155563641205]",-29.810583360668844,-24.926989049881513
58_E6_C5_01_AE_E0,800,"[0.36111887098200673, 2.5983922389782355, -40.1830708391185]","[-0.0024602230841067733, 0.06821633591463398, 7.06088420040384]",-30.49821601229805,-25.6838703013729
58_E6_C5_01_AE_E0,810,"[0.38963796621645375, 2.3334762292576556, -40.346999121631846]","[-0.0025829899785046423, 0.06038975480816025, 7.083752647961642]",-31.170404339710075,-26.436958763106063
58_E6_C5_01_AE_E0,820,"[0.4217989797314907, 2.032907326865278, -40.4695283152589]","[-0.0026983494875330552, 0.05245091870847331, 7.10627076596112]",-31.871035262980236,-27.230608748448155
58_E6_C5_01_AE_E0,830,"[0.4580460631494933, 1.679758649353151, -40.462686749803986]","[-0.00283176694743494, 0.043679237741855136, 7.1216527947454935]",-32.55471875746603,-28.033245875593817
58_E6_C5_01_AE_E0,840,"[0.49865565780224363, 1.261367744525503, -40.26835216279441]","[-0.0029937659787309546, 0.033825557262239986, 7.129307796265082]",-33.19559582448138,-28.829696374716395
58_E6_C5_01_AE_E0,850,"[0.5303648161050507, 0.887639279987518, -40.06940576611356]","[-0.0031131464402889496, 0.0265204128689356, 7.169101940533035]",-33.776184620841335,-29.57789634506929
58_E6_C5_01_AE_E0,860,"[0.5490314984772702, 0.5948201666698879, -39.850500759780864]","[-0.003219510864439834, 0.021164839175046572, 7.230349766923493]",-34.21335568805957,-30.18515267887031
58_E6_C5_01_AE_E0,870,"[0.5424787994833314, 0.4917654953425291, -39.76358495256341]","[-0.003295077369039037, 0.019515712113635023, 7.3324791997736565]",-34.45357155751419,-30.567561155974644
58_E6_C5_01_AE_E0,880,"[0.4972171232392044, 0.7271650331466158, -40.09018737146908]","[-0.0032445481400898307, 0.026552357230347202, 7.519246652633103]",-34.47462833798447,-30.641716325852034
58_E6_C5_01_AE_E0,890,"[0.42292666937085954, 1.244522077704067, -40.743764509767665]","[-0.0030484972381534187, 0.04265087924496495, 7.777310476254322]",-34.271988337581035,-30.397757679774184
58_E6_C5_01_AE_E0,900,"[0.34987607970262535, 1.809484077900029, -41.39049968758864]","[-0.0027505523203476367, 0.06311035594807955, 8.027958631650453]",-33.92449717839732,-29.954476267174382
58_E6_C5_01_AE_E0,910,"[0.29435648732929726, 2.282734442741157, -41.80143855144107]","[-0.0024472012223577433, 0.08182366980129284, 8.189683754008483]",-33.46100521993183,-29.375152848527488
58_E6_C5_01_AE_E0,920,"[0.25366571012481526, 2.6735055588311933, -42.10124129641979]","[-0.0021441266987526774, 0.09801741283345915, 8.27698421294165]",-33.00098744048781,-28.787161297070206
58_E6_C5_01_AE_E0,930,"[0.23331078710207814, 2.90932545018688, -42.16115496119585]","[-0.001962604467193109, 0.1066797027953442, 8.261759971335588]",-32.57156255961402,-28.254150175026513
58_E6_C5_01_AE_E0,940,"[0.22410223233555115, 3.059983700971389, -42.13117204385666]","[-0.0018522100666155878, 0.11095102061603371, 8.196937391573215]",-32.20112080283105,-27.793715594566365
58_E6_C5_01_AE_E0,950,"[0.22185003654589125, 3.1488812096147827, -42.01256800027538]","[-0.0017994190489059737, 0.11229889761897784, 8.106651080478589]",-31.858294401749127,-27.377826858925246
58_E6_C5_01_AE_E0,960,"[0.21761245151510406, 3.253568548283717, -41.95572940984267]","[-0.0017276117808957955, 0.11440754830194065, 8.03135461778639]",-31.549033724698518,-26.992473639374815
58_E6_C5_01_AE_E0,970,"[0.22399659580261067, 3.259801433769299, -41.71544870972761]","[-0.0017528427086998563, 0.11221120603911033, 7.91879755625685]",-31.245055706520624,-26.64232621550539
58_E6_C5_01_AE_E0,980,"[0.2247152047872668, 3.2942726216731506, -41.520230806626095]","[-0.0017485636009965159, 0.11203576477525316, 7.843837775710016]",-30.95121815130279,-26.310169545517617
58_E6_C5_01_AE_E0,990,"[0.22788215491831812, 3.2861433985766872, -41.21686570948903]","[-0.0017889197459646843, 0.11057759500257079, 7.7694426514678945]",-30.646642455953646,-25.9936968482846
58_E6_C5_01_AE_E0,1000,"[0.22514850150570045, 3.3048290129392894, -40.90666149540081]","[-0.001803493759445466, 0.11116741328148244, 7.725569163262809]",-30.305884005549938,-25.651762750652118
98_A3_16_8F_18_38,700,"[0.17149108047591144, 3.7624247693970405, -35.61001960566786]","[-0.0017432801269700944, 0.1308074404697995, 6.888008967877777]",-24.16354845849552,-19.397266427543997
98_A3_16_8F_18_38,710,"[0.18297604328054667, 3.7306122596341154, -36.24853902722263]","[-0.0017722668190565994, 0.12594178088312363, 6.922355997177765]",-24.803992366568828,-19.996852922659368
98_A3_16_8F_18_38,720,"[0.20538116203832757, 3.6435598050521065, -36.842229945737365]","[-0.0018905950009008305, 0.11639438903557704, 6.897561620537508]",-25.469116959653064,-20.606784768673403
98_A3_16_8F_18_38,730,"[0.22484487377244333, 3.5631851130302152, -37.42100240380908]","[-0.0019635617666152105, 0.10917806641660868, 6.896824098184924]",-26.122810290030543,-21.217190864661408
98_A3_16_8F_18_38,740,"[0.25036200120686375, 3.4328837998327586, -37.91593453995177]","[-0.002088993715339167, 0.09974926835459526, 6.8728175292093345]",-26.783474153688353,-21.845556064170378
98_A3_16_8F_18_38,750,"[0.26310680610224396, 3.372240127718373, -38.49347207841161]","[-0.0020839937842891043, 0.0966401558185342, 6.9199146352511125]",-27.431773316480268,-22.4733716395799
98_A3_16_8F_18_38,760,"[0.28383379860183106, 3.241307453952497, -38.93901710855265]","[-0.0021650589463928114, 0.09000975554224672, 6.933058479080576]",-28.079888456721335,-23.119862095779943
98_A3_16_8F_18_38,770,"[0.3039754457541772, 3.090485414254728, -39.31492696461818]","[-0.0022478812164447187, 0.08389710064121689, 6.959111584164566]",-28.71652247541158,-23.778052132174885
98_A3_16_8F_18_38,780,"[0.3243825920004641, 2.9206972186389883, -39.664992449997335]","[-0.0023316486373097522, 0.07791291042886385, 6.995065949259548]",-29.37672637862861,-24.47674879380531
98_A3_16_8F_18_38,790,"[0.3519083817314133, 2.673482717179491, -39.85859750955246]","[-0.0024805028456319775, 0.06929220526899883, 7.011095326125767]",-30.03793935163749,-25.207732036494875
98_A3_16_8F_18_38,800,"[0.37386274654050955, 2.4665120096895214, -40.14630906553672]","[-0.002552051654272817, 0.06379041363874903, 7.060328018285134]",-30.72513485135547,-25.960182283142746
98_A3_16_8F_18_38,810,"[0.40458554449220446, 2.174673479077025, -40.23947401173415]","[-0.0026960670951394062, 0.055075176297856646, 7.074885579389785]",-31.38330644759556,-26.711833727198908
98_A3_16_8F_18_38,820,"[0.4373118267858313, 1.8584857589693906, -40.300731449172396]","[-0.0028192429820505793, 0.04692368045675727, 7.096064801408814]",-32.060816738255454,-27.494135809756514
98_A3_16_8F_18_38,830,"[0.4712785183580612, 1.5140156365152093, -40.2786017911563]","[-0.0029407060105912314, 0.038842040344504905, 7.1197383557965965]",-32.7224335128582,-28.280501889177152
98_A3_16_8F_18_38,840,"[0.5076688691269908, 1.120053910759094, -40.08243502206506]","[-0.0030887021211995955, 0.02992358869792212, 7.13787297743448]",-33.32626493095226,-29.042418669824443
98_A3_16_8F_18_38,850,"[0.5359049060512698, 0.7527241185767092, -39.78671870274973]","[-0.0032410497179313053, 0.02197643122812601, 7.174071962428725]",-33.818226139004,-29.717506437495764
98_A3_16_8F_18_38,860,"[0.5426142324356721, 0.5532769766555072, -39.66217742012317]","[-0.003319211894000466, 0.018793361571068423, 7.2595733105794675]",-34.18459464331733,-30.237402235114644
98_A3_16_8F_18_38,870,"[0.5241088425671205, 0.5491503718475714, -39.66235251137032]","[-0.0033780299394103814, 0.019072512814395655, 7.381288451352526]",-34.33165472833522,-30.504618103575982
